In file included from /virtual/main.c:1:
In file included from include/uapi/linux/ptrace.h:134:
In file included from arch/x86/include/asm/ptrace.h:5:
In file included from arch/x86/include/asm/segment.h:7:
arch/x86/include/asm/ibt.h:49:8: warning: 'nocf_check' attribute ignored; use -fcf-protection to enable the attribute [-Wignored-attributes]
extern __noendbr u64 ibt_save(void);
       ^
arch/x86/include/asm/ibt.h:20:34: note: expanded from macro '__noendbr'
#define __noendbr       __attribute__((nocf_check))
                                       ^
arch/x86/include/asm/ibt.h:50:8: warning: 'nocf_check' attribute ignored; use -fcf-protection to enable the attribute [-Wignored-attributes]
extern __noendbr void ibt_restore(u64 save);
       ^
arch/x86/include/asm/ibt.h:20:34: note: expanded from macro '__noendbr'
#define __noendbr       __attribute__((nocf_check))
                                       ^
2 warnings generated.
Tracing method calls in python process 172929... Ctrl-C to quit.
CPU PID    TID    TIME(us) METHOD
4   172929 173007 1.002                                                                -> <frozen importlib._bootstrap>.find_spec
4   172929 173007 1.002                                                                <- <frozen importlib._bootstrap>.find_spec
4   172929 173007 1.002                                                                -> <frozen importlib._bootstrap>.__exit__
4   172929 173007 1.002                                                                <- <frozen importlib._bootstrap>.__exit__
4   172929 173007 1.002                                                                -> <frozen importlib._bootstrap>.__enter__
4   172929 173007 1.002                                                                <- <frozen importlib._bootstrap>.__enter__
4   172929 173007 1.002                                                                -> <frozen importlib._bootstrap>.find_spec
4   172929 173007 1.002                                                                <- <frozen importlib._bootstrap>.find_spec
4   172929 173007 1.002                                                                -> <frozen importlib._bootstrap>.__exit__
4   172929 173007 1.002                                                                <- <frozen importlib._bootstrap>.__exit__
4   172929 173007 1.002                                                                -> <frozen importlib._bootstrap>.__enter__
4   172929 173007 1.002                                                                <- <frozen importlib._bootstrap>.__enter__
4   172929 173007 1.002                                                                -> <frozen importlib._bootstrap_external>.find_spec
4   172929 173007 1.002                                                                  -> <frozen importlib._bootstrap_external>._get_spec
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap_external>._path_importer_cache
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap_external>._path_importer_cache
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap_external>.find_spec
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._path_stat
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_stat
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._relax_case
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._relax_case
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                        -> <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                        <- <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                        -> <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                        <- <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                        -> <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                        <- <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                        -> <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                        <- <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                        -> <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                        <- <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap_external>.find_spec
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap_external>._path_importer_cache
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap_external>._path_importer_cache
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap_external>._path_importer_cache
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap_external>._path_importer_cache
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap_external>.find_spec
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._path_stat
Possibly lost 9 samples
Possibly lost 6 samples
Possibly lost 2 samples
Possibly lost 4 samples
Possibly lost 1 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 3 samples
Possibly lost 2 samples
Possibly lost 4 samples
Possibly lost 2 samples
Possibly lost 5 samples
Possibly lost 4 samples
Possibly lost 4 samples
Possibly lost 3 samples
Possibly lost 2 samples
Possibly lost 4 samples
Possibly lost 2 samples
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_stat
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._relax_case
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._relax_case
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                        -> <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                        <- <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                        <- <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._path_isfile
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_isfile
4   172929 173007 1.002                                                                        -> <frozen importlib._bootstrap_external>.__init__
4   172929 173007 1.002                                                                          -> <frozen importlib._bootstrap>.__init__
4   172929 173007 1.002                                                                          <- <frozen importlib._bootstrap>.__init__
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap_external>.find_spec
4   172929 173007 1.002                                                                -> <frozen importlib._bootstrap>.__exit__
4   172929 173007 1.002                                                              <- <frozen importlib._bootstrap>._find_spec
4   172929 173007 1.002                                                                  -> <frozen importlib._bootstrap_external>.create_module
4   172929 173007 1.002                                                                  <- <frozen importlib._bootstrap>._new_module
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap>.has_location
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap>.has_location
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap>.cached
4   172929 173007 1.002                                                                          -> <frozen importlib._bootstrap_external>._path_split
4   172929 173007 1.002                                                                          <- <frozen importlib._bootstrap_external>._path_split
4   172929 173007 1.002                                                                          -> <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                          <- <frozen importlib._bootstrap_external>._path_join
4   172929 173007 1.002                                                                  <- <frozen importlib._bootstrap>._init_module_attrs
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>.get_filename
4   172929 173007 1.002                                                                        -> <frozen importlib._bootstrap_external>.<genexpr>
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_split
4   172929 173007 1.002                                                                        <- <frozen importlib._bootstrap_external>.<listcomp>
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._path_stat
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap_external>.get_data
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap_external>._classify_pyc
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap_external>._unpack_uint32
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap_external>._unpack_uint32
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap_external>._classify_pyc
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap_external>.get_data
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap_external>.get_data
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap_external>._validate_hash_pyc
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap_external>._validate_hash_pyc
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                    -> <frozen importlib._bootstrap_external>._compile_bytecode
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.002                                                                    <- <frozen importlib._bootstrap_external>._compile_bytecode
4   172929 173007 1.002                                                                  <- <frozen importlib._bootstrap_external>.get_code
4   172929 173007 1.002                                                                  -> <frozen importlib._bootstrap>._call_with_frames_removed
4   172929 173007 1.002                                                                    -> /usr/lib/python3.8/shlex.py.<module>
4   172929 173007 1.002                                                                      -> <frozen importlib._bootstrap>._handle_fromlist
4   172929 173007 1.002                                                                      <- <frozen importlib._bootstrap>._handle_fromlist
4   172929 173007 1.002                                                                      -> /usr/lib/python3.8/shlex.py.shlex
4   172929 173007 1.002                                                                      <- /usr/lib/python3.8/shlex.py.shlex
4   172929 173007 1.002                                                                      -> /usr/lib/python3.8/re.py.compile
4   172929 173007 1.002                                                                        -> /usr/lib/python3.8/re.py._compile
Possibly lost 1 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 3 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 3 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 9 samples
Possibly lost 2 samples
Possibly lost 1 samples
4   172929 173007 1.002                                                                          -> /usr/lib/python3.8/types.py.__get__
4   172929 173007 1.002                                                                            -> /usr/lib/python3.8/enum.py.value
4   172929 173007 1.002                                                                            <- /usr/lib/python3.8/enum.py.value
4   172929 173007 1.002                                                                          <- /usr/lib/python3.8/types.py.__get__
4   172929 173007 1.002                                                                          -> /usr/lib/python3.8/sre_compile.py.isstring
4   172929 173007 1.002                                                                          <- /usr/lib/python3.8/sre_compile.py.isstring
4   172929 173007 1.002                                                                          -> /usr/lib/python3.8/sre_compile.py.compile
4   172929 173007 1.002                                                                            -> /usr/lib/python3.8/sre_compile.py.isstring
4   172929 173007 1.002                                                                            <- /usr/lib/python3.8/sre_compile.py.isstring
4   172929 173007 1.002                                                                            -> /usr/lib/python3.8/sre_parse.py.parse
4   172929 173007 1.002                                                                              -> /usr/lib/python3.8/sre_parse.py.__init__
4   172929 173007 1.002                                                                                -> /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.002                                                                                <- /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.002                                                                              <- /usr/lib/python3.8/sre_parse.py.__init__
4   172929 173007 1.002                                                                              -> /usr/lib/python3.8/sre_parse.py.__init__
4   172929 173007 1.002                                                                              <- /usr/lib/python3.8/sre_parse.py.__init__
4   172929 173007 1.002                                                                              -> /usr/lib/python3.8/sre_parse.py._parse_sub
4   172929 173007 1.002                                                                                -> /usr/lib/python3.8/sre_parse.py.tell
4   172929 173007 1.002                                                                                <- /usr/lib/python3.8/sre_parse.py.tell
4   172929 173007 1.002                                                                                -> /usr/lib/python3.8/sre_parse.py._parse
4   172929 173007 1.002                                                                                  <- /usr/lib/python3.8/sre_parse.py.__init__
4   172929 173007 1.002                                                                                  -> /usr/lib/python3.8/sre_parse.py.get
4   172929 173007 1.002                                                                                  <- /usr/lib/python3.8/sre_parse.py.get
4   172929 173007 1.002                                                                                  <- /usr/lib/python3.8/sre_parse.py.tell
4   172929 173007 1.002                                                                                  -> /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.002                                                                                    <- /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.002                                                                                  -> /usr/lib/python3.8/sre_parse.py.get
4   172929 173007 1.002                                                                                    <- /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py._class_escape
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py._class_escape
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.get
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.get
4   172929 173007 1.003                                                                                    <- /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                                    -> /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.003                                                                                    <- /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py.get
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                                    -> /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.003                                                                                    <- /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.get
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                                    -> /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py.get
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                                    -> /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.003                                                                                    -> /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.get
4   172929 173007 1.003                                                                                    <- /usr/lib/python3.8/sre_parse.py.__next
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py.get
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py._uniq
Possibly lost 2 samples
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py._uniq
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.append
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py.append
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.__len__
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py.__len__
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_parse.py.__getitem__
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_parse.py.__getitem__
4   172929 173007 1.003                                                                                <- /usr/lib/python3.8/sre_parse.py._parse
4   172929 173007 1.003                                                                                -> /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                                <- /usr/lib/python3.8/sre_parse.py.match
4   172929 173007 1.003                                                                              <- /usr/lib/python3.8/sre_parse.py._parse_sub
4   172929 173007 1.003                                                                              -> /usr/lib/python3.8/sre_parse.py.fix_flags
4   172929 173007 1.003                                                                              <- /usr/lib/python3.8/sre_parse.py.fix_flags
4   172929 173007 1.003                                                                            <- /usr/lib/python3.8/sre_parse.py.parse
4   172929 173007 1.003                                                                            -> /usr/lib/python3.8/sre_compile.py._code
4   172929 173007 1.003                                                                              -> /usr/lib/python3.8/sre_compile.py._compile_info
4   172929 173007 1.003                                                                                -> /usr/lib/python3.8/sre_parse.py.getwidth
4   172929 173007 1.003                                                                                <- /usr/lib/python3.8/sre_parse.py.getwidth
4   172929 173007 1.003                                                                                -> /usr/lib/python3.8/sre_compile.py._get_literal_prefix
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_compile.py._get_iscased
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_compile.py._get_iscased
4   172929 173007 1.003                                                                                <- /usr/lib/python3.8/sre_compile.py._get_literal_prefix
4   172929 173007 1.003                                                                                -> /usr/lib/python3.8/sre_compile.py._get_charset_prefix
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_compile.py._get_iscased
4   172929 173007 1.003                                                                                -> /usr/lib/python3.8/sre_compile.py._optimize_charset
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_compile.py._mk_bitmap
4   172929 173007 1.003                                                                                    -> /usr/lib/python3.8/sre_compile.py.<listcomp>
4   172929 173007 1.003                                                                                    <- /usr/lib/python3.8/sre_compile.py.<listcomp>
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_compile.py._mk_bitmap
4   172929 173007 1.003                                                                                <- /usr/lib/python3.8/sre_compile.py._optimize_charset
4   172929 173007 1.003                                                                                -> /usr/lib/python3.8/sre_compile.py._compile_charset
4   172929 173007 1.003                                                                                <- /usr/lib/python3.8/sre_compile.py._compile_charset
4   172929 173007 1.003                                                                              <- /usr/lib/python3.8/sre_compile.py._compile_info
4   172929 173007 1.003                                                                              -> /usr/lib/python3.8/sre_compile.py._compile
4   172929 173007 1.003                                                                                -> /usr/lib/python3.8/sre_compile.py._optimize_charset
4   172929 173007 1.003                                                                                  -> /usr/lib/python3.8/sre_compile.py._mk_bitmap
4   172929 173007 1.003                                                                                    -> /usr/lib/python3.8/sre_compile.py.<listcomp>
4   172929 173007 1.003                                                                                    <- /usr/lib/python3.8/sre_compile.py.<listcomp>
4   172929 173007 1.003                                                                                  <- /usr/lib/python3.8/sre_compile.py._mk_bitmap
4   172929 173007 1.003                                                                                <- /usr/lib/python3.8/sre_compile.py._optimize_charset
4   172929 173007 1.003                                                                                -> /usr/lib/python3.8/sre_compile.py._compile_charset
4   172929 173007 1.003                                                                                <- /usr/lib/python3.8/sre_compile.py._compile_charset
4   172929 173007 1.003                                                                              <- /usr/lib/python3.8/sre_compile.py._compile
4   172929 173007 1.003                                                                            <- /usr/lib/python3.8/sre_compile.py._code
4   172929 173007 1.003                                                                            -> /usr/lib/python3.8/sre_parse.py.groups
4   172929 173007 1.003                                                                            <- /usr/lib/python3.8/sre_parse.py.groups
4   172929 173007 1.003                                                                            -> /usr/lib/python3.8/sre_parse.py.groups
4   172929 173007 1.003                                                                            <- /usr/lib/python3.8/sre_parse.py.groups
4   172929 173007 1.003                                                                          <- /usr/lib/python3.8/sre_compile.py.compile
4   172929 173007 1.003                                                                          -> /usr/lib/python3.8/enum.py.__and__
4   172929 173007 1.003                                                                            -> /usr/lib/python3.8/enum.py.__call__
4   172929 173007 1.003                                                                              -> /usr/lib/python3.8/enum.py.__new__
4   172929 173007 1.003                                                                              <- /usr/lib/python3.8/enum.py.__new__
4   172929 173007 1.003                                                                            <- /usr/lib/python3.8/enum.py.__call__
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 6 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 5 samples
Possibly lost 3 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 3 samples
Possibly lost 1 samples
Possibly lost 1 samples
4   172929 173007 1.003                                                                            -> /usr/lib/python3.8/enum.py.__call__
4   172929 173007 1.003                                                                              -> /usr/lib/python3.8/enum.py.__new__
4   172929 173007 1.003                                                                              <- /usr/lib/python3.8/enum.py.__new__
4   172929 173007 1.003                                                                            <- /usr/lib/python3.8/enum.py.__call__
4   172929 173007 1.003                                                                          <- /usr/lib/python3.8/enum.py.__and__
4   172929 173007 1.003                                                                        <- /usr/lib/python3.8/re.py._compile
4   172929 173007 1.003                                                                      <- /usr/lib/python3.8/re.py.compile
4   172929 173007 1.003                                                                    <- /usr/lib/python3.8/shlex.py.<module>
4   172929 173007 1.003                                                                  <- <frozen importlib._bootstrap>._call_with_frames_removed
4   172929 173007 1.003                                                                -> <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.003                                                              <- <frozen importlib._bootstrap>._load_unlocked
4   172929 173007 1.003                                                              -> <frozen importlib._bootstrap>.release
4   172929 173007 1.003                                                              <- <frozen importlib._bootstrap>.release
4   172929 173007 1.003                                                            <- <frozen importlib._bootstrap>.__exit__
4   172929 173007 1.003                                                            <- <frozen importlib._bootstrap>.cb
4   172929 173007 1.003                                                          -> /usr/lib/python3.8/netrc.py.NetrcParseError
4   172929 173007 1.003                                                          -> /usr/lib/python3.8/netrc.py.netrc
4   172929 173007 1.003                                                          <- /usr/lib/python3.8/netrc.py.netrc
4   172929 173007 1.003                                                        <- /usr/lib/python3.8/netrc.py.<module>
4   172929 173007 1.003                                                      <- <frozen importlib._bootstrap>._call_with_frames_removed
4   172929 173007 1.003                                                    <- <frozen importlib._bootstrap_external>.exec_module
4   172929 173007 1.003                                                    -> <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.003                                                    <- <frozen importlib._bootstrap>._verbose_message
4   172929 173007 1.003                                                  <- <frozen importlib._bootstrap>._load_unlocked
4   172929 173007 1.003                                                <- <frozen importlib._bootstrap>._find_and_load_unlocked
4   172929 173007 1.003                                                -> <frozen importlib._bootstrap>.__exit__
4   172929 173007 1.003                                                  -> <frozen importlib._bootstrap>.release
4   172929 173007 1.003                                                  <- <frozen importlib._bootstrap>.release
4   172929 173007 1.003                                                <- <frozen importlib._bootstrap>.__exit__
4   172929 173007 1.003                                                -> <frozen importlib._bootstrap>.cb
4   172929 173007 1.003                                                <- <frozen importlib._bootstrap>.cb
4   172929 173007 1.003                                              -> /home/supiri/.local/lib/python3.8/site-packages/requests/utils.py.<genexpr>
4   172929 173007 1.003                                              -> /usr/lib/python3.8/posixpath.py.expanduser
4   172929 173007 1.003                                                -> /usr/lib/python3.8/posixpath.py._get_sep
4   172929 173007 1.003                                                <- /usr/lib/python3.8/posixpath.py._get_sep
4   172929 173007 1.003                                                -> /usr/lib/python3.8/_collections_abc.py.__contains__
4   172929 173007 1.003                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.003                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.003                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.003                                                  -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.003                                                  <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.003                                              <- /usr/lib/python3.8/posixpath.py.expanduser
4   172929 173007 1.003                                              -> /usr/lib/python3.8/genericpath.py.exists
4   172929 173007 1.003                                              <- /usr/lib/python3.8/genericpath.py.exists
4   172929 173007 1.003                                              -> /home/supiri/.local/lib/python3.8/site-packages/requests/utils.py.<genexpr>
4   172929 173007 1.003                                              <- /home/supiri/.local/lib/python3.8/site-packages/requests/utils.py.<genexpr>
4   172929 173007 1.003                                              -> /usr/lib/python3.8/posixpath.py.expanduser
4   172929 173007 1.003                                                -> /usr/lib/python3.8/posixpath.py._get_sep
4   172929 173007 1.003                                                <- /usr/lib/python3.8/posixpath.py._get_sep
4   172929 173007 1.003                                                -> /usr/lib/python3.8/_collections_abc.py.__contains__
4   172929 173007 1.003                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.003                                                -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.003                                                  -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.003                                              <- /usr/lib/python3.8/posixpath.py.expanduser
4   172929 173007 1.003                                              <- /usr/lib/python3.8/genericpath.py.exists
4   172929 173007 1.003                                                -> /home/supiri/.local/lib/python3.8/site-packages/requests/hooks.py.<dictcomp>
4   172929 173007 1.003                                            -> /home/supiri/.local/lib/python3.8/site-packages/requests/sessions.py.merge_setting
4   172929 173007 1.003                                              -> /usr/lib/python3.8/abc.py.__instancecheck__
4   172929 173007 1.003                                                -> /usr/lib/python3.8/abc.py.__subclasscheck__
4   172929 173007 1.003                                                  -> /usr/lib/python3.8/_collections_abc.py.__subclasshook__
4   172929 173007 1.003                                                  <- /usr/lib/python3.8/_collections_abc.py.__subclasshook__
4   172929 173007 1.003                                              -> /usr/lib/python3.8/abc.py.__instancecheck__
4   172929 173007 1.003                                              -> /home/supiri/.local/lib/python3.8/site-packages/requests/utils.py.to_key_val_list
4   172929 173007 1.003                                                  -> /usr/lib/python3.8/_collections_abc.py.__init__
4   172929 173007 1.003                                                <- /usr/lib/python3.8/_collections_abc.py.items
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 7 samples
Possibly lost 9 samples
Possibly lost 3 samples
Possibly lost 2 samples
Possibly lost 3 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 3 samples
Possibly lost 5 samples
Possibly lost 3 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 4 samples
Possibly lost 3 samples
Possibly lost 5 samples
Possibly lost 3 samples
Possibly lost 3 samples
Possibly lost 4 samples
Possibly lost 2 samples
Possibly lost 4 samples
Possibly lost 2 samples
Possibly lost 4 samples
Possibly lost 5 samples
Possibly lost 5 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 4 samples
Possibly lost 5 samples
Possibly lost 3 samples
Possibly lost 5 samples
Possibly lost 2 samples
Possibly lost 1 samples
Possibly lost 5 samples
Possibly lost 1 samples
4   172929 173007 1.003                                                  -> /home/supiri/.local/lib/python3.8/site-packages/requests/structures.py.__len__
4   172929 173007 1.003                                                -> /usr/lib/python3.8/_collections_abc.py.__len__
4   172929 173007 1.003                                                <- /usr/lib/python3.8/_collections_abc.py.__len__
4   172929 173007 1.003                                                  <- /home/supiri/.local/lib/python3.8/site-packages/requests/structures.py.__iter__
4   172929 173007 1.003                                                  -> /home/supiri/.local/lib/python3.8/site-packages/requests/structures.py.<genexpr>
4   172929 173007 1.003                                                  <- /home/supiri/.local/lib/python3.8/site-packages/requests/structures.py.__getitem__
4   172929 173007 1.003                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
