In file included from /virtual/main.c:1:
In file included from include/uapi/linux/ptrace.h:134:
In file included from arch/x86/include/asm/ptrace.h:5:
In file included from arch/x86/include/asm/segment.h:7:
arch/x86/include/asm/ibt.h:49:8: warning: 'nocf_check' attribute ignored; use -fcf-protection to enable the attribute [-Wignored-attributes]
extern __noendbr u64 ibt_save(void);
       ^
arch/x86/include/asm/ibt.h:20:34: note: expanded from macro '__noendbr'
#define __noendbr       __attribute__((nocf_check))
                                       ^
arch/x86/include/asm/ibt.h:50:8: warning: 'nocf_check' attribute ignored; use -fcf-protection to enable the attribute [-Wignored-attributes]
extern __noendbr void ibt_restore(u64 save);
       ^
arch/x86/include/asm/ibt.h:20:34: note: expanded from macro '__noendbr'
#define __noendbr       __attribute__((nocf_check))
                                       ^
2 warnings generated.
Tracing method calls in python process 172929... Ctrl-C to quit.
CPU PID    TID    TIME(us) METHOD
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 20 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 6 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 6 samples
Possibly lost 8 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 8 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 5 samples
Possibly lost 3 samples
Possibly lost 6 samples
Possibly lost 5 samples
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__contains__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 21 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 10 samples
Possibly lost 6 samples
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.006                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.006                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.006                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.006                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 19 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 9 samples
Possibly lost 9 samples
Possibly lost 15 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 8 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 7 samples
Possibly lost 5 samples
Possibly lost 5 samples
Possibly lost 5 samples
Possibly lost 4 samples
Possibly lost 4 samples
Possibly lost 4 samples
Possibly lost 6 samples
Possibly lost 2 samples
Possibly lost 4 samples
Possibly lost 5 samples
Possibly lost 3 samples
Possibly lost 5 samples
Possibly lost 4 samples
Possibly lost 4 samples
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__getitem__
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                <- /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.encode
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                                    -> /usr/lib/python3.8/os.py.decode
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/os.py.__iter__
4   172929 173007 1.007                                                -> /usr/lib/python3.8/_collections_abc.py.__iter__
4   172929 173007 1.007                                            -> /usr/lib/python3.8/_collections_abc.py.get
4   172929 173007 1.007                                            -> /usr/lib/python3.8/_collections_abc.py.get
4   172929 173007 1.007                                            -> /home/supiri/.local/lib/python3.8/site-packages/requests/sessions.py.merge_setting
4   172929 173007 1.007                                              -> /home/supiri/.local/lib/python3.8/site-packages/requests/utils.py.to_key_val_list
4   172929 173007 1.007                                                -> /usr/lib/python3.8/abc.py.__instancecheck__
4   172929 173007 1.007                                            <- /home/supiri/.local/lib/python3.8/site-packages/requests/sessions.py.merge_setting
4   172929 173007 1.007                                          <- /home/supiri/.local/lib/python3.8/site-packages/requests/sessions.py.merge_environment_settings
4   172929 173007 1.007                                          -> /home/supiri/.local/lib/python3.8/site-packages/requests/sessions.py.send
4   172929 173007 1.007                                            -> /home/supiri/.local/lib/python3.8/site-packages/requests/sessions.py.get_adapter
4   172929 173007 1.007                                            <- /home/supiri/.local/lib/python3.8/site-packages/requests/sessions.py.get_adapter
4   172929 173007 1.007                                                -> /home/supiri/.local/lib/python3.8/site-packages/requests/utils.py.select_proxy
4   172929 173007 1.007                                                      -> /usr/lib/python3.8/urllib/parse.py._coerce_args
4   172929 173007 1.007                                                      -> /usr/lib/python3.8/urllib/parse.py._noop
4   172929 173007 1.007                                                    <- <string>.__new__
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/urllib/parse.py._hostinfo
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/urllib/parse.py.hostname
Possibly lost 5 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 4 samples
Possibly lost 5 samples
Possibly lost 3 samples
Possibly lost 1 samples
Possibly lost 3 samples
Possibly lost 10 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 4 samples
Possibly lost 3 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 3 samples
Possibly lost 5 samples
Possibly lost 3 samples
Possibly lost 2 samples
Possibly lost 3 samples
Possibly lost 4 samples
Possibly lost 1 samples
Possibly lost 1 samples
Possibly lost 2 samples
Possibly lost 2 samples
Possibly lost 3 samples
Possibly lost 3 samples
Possibly lost 6 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 6 samples
Possibly lost 8 samples
Possibly lost 6 samples
Possibly lost 7 samples
Possibly lost 6 samples
4   172929 173007 1.007                                                <- /home/supiri/.local/lib/python3.8/site-packages/requests/utils.py.select_proxy
4   172929 173007 1.007                                                    <- /usr/lib/python3.8/urllib/parse.py._coerce_args
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/urllib/parse.py.urlsplit
4   172929 173007 1.007                                                  -> /usr/lib/python3.8/urllib/parse.py.urlunparse
4   172929 173007 1.007                                                      <- /usr/lib/python3.8/urllib/parse.py._coerce_args
4   172929 173007 1.007                                                  <- /usr/lib/python3.8/urllib/parse.py.urlunparse
4   172929 173007 1.007                                                    -> /home/supiri/.local/lib/python3.8/site-packages/urllib3/util/url.py._normalize_host
4   172929 173007 1.007                                                      -> /home/supiri/.local/lib/python3.8/site-packages/urllib3/util/url.py.<listcomp>
4   172929 173007 1.007                                                        -> /home/supiri/.local/lib/python3.8/site-packages/urllib3/util/url.py._idna_encode
4   172929 173007 1.007                                                          <- /home/supiri/.local/lib/python3.8/site-packages/urllib3/util/url.py.<listcomp>
4   172929 173007 1.007                                                          <- /home/supiri/.local/lib/python3.8/site-packages/urllib3/util/url.py.<listcomp>
4   172929 173007 1.007                                                    <- /home/supiri/.local/lib/python3.8/site-packages/urllib3/util/url.py._encode_invalid_chars
4   172929 173007 1.007                                                    -> /home/supiri/.local/lib/python3.8/site-packages/urllib3/util/url.py._encode_invalid_chars
4   172929 173007 1.007                                                      <- /home/supiri/.local/lib/python3.8/site-packages/urllib3/packages/six.py.ensure_text
4   172929 173007 1.007                                                    <- /home/supiri/.local/lib/python3.8/site-packages/urllib3/util/url.py._encode_invalid_chars
4   172929 173007 1.007                                                    -> /home/supiri/.local/lib/python3.8/site-packages/urllib3/util/url.py.ensure_type
4   172929 173007 1.007                                                      <- /home/supiri/.local/lib/python3.8/site-packages/urllib3/packages/six.py.ensure_text
4   172929 173007 1.007                                                    <- /home/supiri/.local/lib/python3.8/site-packages/urllib3/util/url.py.ensure_type
